job_id,title,company,description,skills
JOB_104,DevOps Engineer,DataWorks,"We are looking for a talented DevOps Engineer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include bash, linux, pytorch, git, aws, react, c++, tensorflow. The ideal candidate has strong problem-solving abilities and a passion for technology.","bash,linux,pytorch,git,aws,react,c++,tensorflow"
JOB_105,Data Scientist,DataWorks,"We are looking for a talented Data Scientist to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include sql, git, aws, java, html, machine learning, rest api. The ideal candidate has strong problem-solving abilities and a passion for technology.","sql,git,aws,java,html,machine learning,rest api"
JOB_106,Product Manager,InnoSoft,"We are looking for a talented Product Manager to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include python, c++, git, sql, kubernetes, docker, scrum, typescript. The ideal candidate has strong problem-solving abilities and a passion for technology.","python,c++,git,sql,kubernetes,docker,scrum,typescript"
JOB_107,Systems Administrator,Cloud9,"We are looking for a talented Systems Administrator to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include css, flask, django, html, scrum, javascript. The ideal candidate has strong problem-solving abilities and a passion for technology.","css,flask,django,html,scrum,javascript"
JOB_108,Machine Learning Engineer,Delta Software,"We are looking for a talented Machine Learning Engineer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include tensorflow, aws, python, django. The ideal candidate has strong problem-solving abilities and a passion for technology.","tensorflow,aws,python,django"
JOB_109,Full Stack Developer,Delta Software,"We are looking for a talented Full Stack Developer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include react, django, scrum, rest api, python, c++, git. The ideal candidate has strong problem-solving abilities and a passion for technology.","react,django,scrum,rest api,python,c++,git"
JOB_110,Product Manager,TechCorp,"We are looking for a talented Product Manager to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include agile, c++, rest api, aws, css, python, scrum. The ideal candidate has strong problem-solving abilities and a passion for technology.","agile,c++,rest api,aws,css,python,scrum"
JOB_111,Data Analyst,Epsilon IT,"We are looking for a talented Data Analyst to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include rest api, bash, pytorch, typescript, graphql. The ideal candidate has strong problem-solving abilities and a passion for technology.","rest api,bash,pytorch,typescript,graphql"
JOB_112,Frontend Developer,TechCorp,"We are looking for a talented Frontend Developer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include pytorch, django, c++, flask. The ideal candidate has strong problem-solving abilities and a passion for technology.","pytorch,django,c++,flask"
JOB_113,UI/UX Designer,InnoSoft,"We are looking for a talented UI/UX Designer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include nodejs, java, javascript, typescript, aws, python. The ideal candidate has strong problem-solving abilities and a passion for technology.","nodejs,java,javascript,typescript,aws,python"
JOB_114,Systems Administrator,NextGen Solutions,"We are looking for a talented Systems Administrator to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include javascript, tensorflow, python, rest api, pytorch, scrum, nodejs. The ideal candidate has strong problem-solving abilities and a passion for technology.","javascript,tensorflow,python,rest api,pytorch,scrum,nodejs"
JOB_115,Data Scientist,Gamma Innovations,"We are looking for a talented Data Scientist to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include typescript, css, sql, pytorch, c++, flask. The ideal candidate has strong problem-solving abilities and a passion for technology.","typescript,css,sql,pytorch,c++,flask"
JOB_116,Frontend Developer,Cloud9,"We are looking for a talented Frontend Developer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include flask, javascript, typescript, rest api, sql, python. The ideal candidate has strong problem-solving abilities and a passion for technology.","flask,javascript,typescript,rest api,sql,python"
JOB_117,Machine Learning Engineer,DataWorks,"We are looking for a talented Machine Learning Engineer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include aws, flask, html, machine learning, scrum. The ideal candidate has strong problem-solving abilities and a passion for technology.","aws,flask,html,machine learning,scrum"
JOB_118,Systems Administrator,TechCorp,"We are looking for a talented Systems Administrator to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include html, docker, agile, tensorflow, css, graphql, javascript, c++. The ideal candidate has strong problem-solving abilities and a passion for technology.","html,docker,agile,tensorflow,css,graphql,javascript,c++"
JOB_119,Product Manager,InnoSoft,"We are looking for a talented Product Manager to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include docker, rest api, linux, html, typescript. The ideal candidate has strong problem-solving abilities and a passion for technology.","docker,rest api,linux,html,typescript"
JOB_120,Data Scientist,Alpha Systems,"We are looking for a talented Data Scientist to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include scrum, git, css, java, nodejs, javascript, machine learning. The ideal candidate has strong problem-solving abilities and a passion for technology.","scrum,git,css,java,nodejs,javascript,machine learning"
JOB_121,UI/UX Designer,DataWorks,"We are looking for a talented UI/UX Designer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include docker, typescript, rest api. The ideal candidate has strong problem-solving abilities and a passion for technology.","docker,typescript,rest api"
JOB_122,Software Engineer,DataWorks,"We are looking for a talented Software Engineer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include tensorflow, java, git. The ideal candidate has strong problem-solving abilities and a passion for technology.","tensorflow,java,git"
JOB_123,Full Stack Developer,Delta Software,"We are looking for a talented Full Stack Developer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include scrum, java, tensorflow, rest api, docker, bash. The ideal candidate has strong problem-solving abilities and a passion for technology.","scrum,java,tensorflow,rest api,docker,bash"
JOB_124,Software Engineer,DataWorks,"We are looking for a talented Software Engineer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include flask, linux, kubernetes, javascript, sql, nodejs. The ideal candidate has strong problem-solving abilities and a passion for technology.","flask,linux,kubernetes,javascript,sql,nodejs"
JOB_125,Software Engineer,TechCorp,"We are looking for a talented Software Engineer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include tensorflow, nodejs, html, docker, django, agile, scrum, flask. The ideal candidate has strong problem-solving abilities and a passion for technology.","tensorflow,nodejs,html,docker,django,agile,scrum,flask"
JOB_126,Machine Learning Engineer,Alpha Systems,"We are looking for a talented Machine Learning Engineer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include linux, bash, machine learning, git, sql. The ideal candidate has strong problem-solving abilities and a passion for technology.","linux,bash,machine learning,git,sql"
JOB_127,Product Manager,Epsilon IT,"We are looking for a talented Product Manager to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include nodejs, python, graphql, scrum, flask, git, kubernetes, tensorflow. The ideal candidate has strong problem-solving abilities and a passion for technology.","nodejs,python,graphql,scrum,flask,git,kubernetes,tensorflow"
JOB_128,UI/UX Designer,Beta Technologies,"We are looking for a talented UI/UX Designer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include django, graphql, aws, tensorflow, javascript. The ideal candidate has strong problem-solving abilities and a passion for technology.","django,graphql,aws,tensorflow,javascript"
JOB_129,Product Manager,Cloud9,"We are looking for a talented Product Manager to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include pytorch, javascript, scrum, java, aws, graphql, css. The ideal candidate has strong problem-solving abilities and a passion for technology.","pytorch,javascript,scrum,java,aws,graphql,css"
JOB_130,Software Engineer,Gamma Innovations,"We are looking for a talented Software Engineer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include css, agile, bash, kubernetes, sql, machine learning. The ideal candidate has strong problem-solving abilities and a passion for technology.","css,agile,bash,kubernetes,sql,machine learning"
JOB_131,Backend Developer,Cloud9,"We are looking for a talented Backend Developer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include flask, javascript, git, sql, graphql, python. The ideal candidate has strong problem-solving abilities and a passion for technology.","flask,javascript,git,sql,graphql,python"
JOB_132,Data Analyst,NextGen Solutions,"We are looking for a talented Data Analyst to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include tensorflow, git, scrum, aws, agile. The ideal candidate has strong problem-solving abilities and a passion for technology.","tensorflow,git,scrum,aws,agile"
JOB_133,DevOps Engineer,Cloud9,"We are looking for a talented DevOps Engineer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include react, docker, flask, rest api, agile. The ideal candidate has strong problem-solving abilities and a passion for technology.","react,docker,flask,rest api,agile"
JOB_134,Frontend Developer,Beta Technologies,"We are looking for a talented Frontend Developer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include nodejs, tensorflow, rest api, c++, kubernetes. The ideal candidate has strong problem-solving abilities and a passion for technology.","nodejs,tensorflow,rest api,c++,kubernetes"
JOB_135,Cloud Architect,TechCorp,"We are looking for a talented Cloud Architect to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include react, docker, c++, nodejs, rest api. The ideal candidate has strong problem-solving abilities and a passion for technology.","react,docker,c++,nodejs,rest api"
JOB_136,Full Stack Developer,Gamma Innovations,"We are looking for a talented Full Stack Developer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include rest api, css, scrum, html, java. The ideal candidate has strong problem-solving abilities and a passion for technology.","rest api,css,scrum,html,java"
JOB_137,Data Analyst,Gamma Innovations,"We are looking for a talented Data Analyst to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include nodejs, c++, tensorflow, machine learning, git. The ideal candidate has strong problem-solving abilities and a passion for technology.","nodejs,c++,tensorflow,machine learning,git"
JOB_138,Machine Learning Engineer,Epsilon IT,"We are looking for a talented Machine Learning Engineer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include docker, bash, tensorflow, javascript, python, aws, java. The ideal candidate has strong problem-solving abilities and a passion for technology.","docker,bash,tensorflow,javascript,python,aws,java"
JOB_139,Data Analyst,Epsilon IT,"We are looking for a talented Data Analyst to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include html, docker, agile, typescript. The ideal candidate has strong problem-solving abilities and a passion for technology.","html,docker,agile,typescript"
JOB_140,Cloud Architect,DataWorks,"We are looking for a talented Cloud Architect to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include scrum, agile, flask. The ideal candidate has strong problem-solving abilities and a passion for technology.","scrum,agile,flask"
JOB_141,Machine Learning Engineer,Delta Software,"We are looking for a talented Machine Learning Engineer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include scrum, graphql, docker, c++. The ideal candidate has strong problem-solving abilities and a passion for technology.","scrum,graphql,docker,c++"
JOB_142,Backend Developer,NextGen Solutions,"We are looking for a talented Backend Developer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include graphql, bash, typescript, c++, nodejs. The ideal candidate has strong problem-solving abilities and a passion for technology.","graphql,bash,typescript,c++,nodejs"
JOB_143,Data Analyst,Beta Technologies,"We are looking for a talented Data Analyst to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include scrum, flask, typescript. The ideal candidate has strong problem-solving abilities and a passion for technology.","scrum,flask,typescript"
JOB_144,DevOps Engineer,Epsilon IT,"We are looking for a talented DevOps Engineer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include kubernetes, rest api, graphql. The ideal candidate has strong problem-solving abilities and a passion for technology.","kubernetes,rest api,graphql"
JOB_145,Systems Administrator,InnoSoft,"We are looking for a talented Systems Administrator to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include bash, linux, flask, scrum, javascript, sql, nodejs, machine learning. The ideal candidate has strong problem-solving abilities and a passion for technology.","bash,linux,flask,scrum,javascript,sql,nodejs,machine learning"
JOB_146,DevOps Engineer,DataWorks,"We are looking for a talented DevOps Engineer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include javascript, scrum, sql. The ideal candidate has strong problem-solving abilities and a passion for technology.","javascript,scrum,sql"
JOB_147,Backend Developer,Cloud9,"We are looking for a talented Backend Developer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include django, react, bash. The ideal candidate has strong problem-solving abilities and a passion for technology.","django,react,bash"
JOB_148,Software Engineer,Epsilon IT,"We are looking for a talented Software Engineer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include react, aws, python. The ideal candidate has strong problem-solving abilities and a passion for technology.","react,aws,python"
JOB_149,Data Scientist,InnoSoft,"We are looking for a talented Data Scientist to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include html, agile, aws, pytorch, bash. The ideal candidate has strong problem-solving abilities and a passion for technology.","html,agile,aws,pytorch,bash"
JOB_150,Frontend Developer,InnoSoft,"We are looking for a talented Frontend Developer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include java, nodejs, python, pytorch, tensorflow, css. The ideal candidate has strong problem-solving abilities and a passion for technology.","java,nodejs,python,pytorch,tensorflow,css"
JOB_151,DevOps Engineer,InnoSoft,"We are looking for a talented DevOps Engineer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include agile, python, machine learning, typescript, java, kubernetes, bash, scrum. The ideal candidate has strong problem-solving abilities and a passion for technology.","agile,python,machine learning,typescript,java,kubernetes,bash,scrum"
JOB_152,Full Stack Developer,Gamma Innovations,"We are looking for a talented Full Stack Developer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include machine learning, nodejs, sql, c++, django, scrum, typescript, css. The ideal candidate has strong problem-solving abilities and a passion for technology.","machine learning,nodejs,sql,c++,django,scrum,typescript,css"
JOB_153,Cloud Architect,Alpha Systems,"We are looking for a talented Cloud Architect to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include graphql, aws, tensorflow, django, python. The ideal candidate has strong problem-solving abilities and a passion for technology.","graphql,aws,tensorflow,django,python"
JOB_154,DevOps Engineer,InnoSoft,"We are looking for a talented DevOps Engineer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include django, pytorch, java, scrum, html, docker, sql. The ideal candidate has strong problem-solving abilities and a passion for technology.","django,pytorch,java,scrum,html,docker,sql"
JOB_155,DevOps Engineer,Delta Software,"We are looking for a talented DevOps Engineer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include python, c++, scrum, tensorflow, git, sql. The ideal candidate has strong problem-solving abilities and a passion for technology.","python,c++,scrum,tensorflow,git,sql"
JOB_156,Data Analyst,Beta Technologies,"We are looking for a talented Data Analyst to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include aws, python, agile. The ideal candidate has strong problem-solving abilities and a passion for technology.","aws,python,agile"
JOB_157,Backend Developer,DataWorks,"We are looking for a talented Backend Developer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include bash, graphql, java, javascript, django, tensorflow. The ideal candidate has strong problem-solving abilities and a passion for technology.","bash,graphql,java,javascript,django,tensorflow"
JOB_158,Systems Administrator,Epsilon IT,"We are looking for a talented Systems Administrator to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include scrum, bash, html. The ideal candidate has strong problem-solving abilities and a passion for technology.","scrum,bash,html"
JOB_159,DevOps Engineer,Epsilon IT,"We are looking for a talented DevOps Engineer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include tensorflow, typescript, react, linux, agile, css, html. The ideal candidate has strong problem-solving abilities and a passion for technology.","tensorflow,typescript,react,linux,agile,css,html"
JOB_160,DevOps Engineer,Beta Technologies,"We are looking for a talented DevOps Engineer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include graphql, python, pytorch, sql, bash, java, django, agile. The ideal candidate has strong problem-solving abilities and a passion for technology.","graphql,python,pytorch,sql,bash,java,django,agile"
JOB_161,Full Stack Developer,DataWorks,"We are looking for a talented Full Stack Developer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include pytorch, git, aws, tensorflow, django. The ideal candidate has strong problem-solving abilities and a passion for technology.","pytorch,git,aws,tensorflow,django"
JOB_162,Backend Developer,Beta Technologies,"We are looking for a talented Backend Developer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include typescript, linux, flask, rest api, git, aws, scrum, agile. The ideal candidate has strong problem-solving abilities and a passion for technology.","typescript,linux,flask,rest api,git,aws,scrum,agile"
JOB_163,Frontend Developer,DataWorks,"We are looking for a talented Frontend Developer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include html, java, django, scrum, tensorflow. The ideal candidate has strong problem-solving abilities and a passion for technology.","html,java,django,scrum,tensorflow"
JOB_164,Frontend Developer,Epsilon IT,"We are looking for a talented Frontend Developer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include rest api, tensorflow, c++, kubernetes, pytorch, javascript, html, typescript. The ideal candidate has strong problem-solving abilities and a passion for technology.","rest api,tensorflow,c++,kubernetes,pytorch,javascript,html,typescript"
JOB_165,Product Manager,InnoSoft,"We are looking for a talented Product Manager to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include kubernetes, docker, aws, django, javascript, pytorch, css, graphql. The ideal candidate has strong problem-solving abilities and a passion for technology.","kubernetes,docker,aws,django,javascript,pytorch,css,graphql"
JOB_166,Cloud Architect,InnoSoft,"We are looking for a talented Cloud Architect to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include nodejs, machine learning, aws, scrum, docker, tensorflow, react. The ideal candidate has strong problem-solving abilities and a passion for technology.","nodejs,machine learning,aws,scrum,docker,tensorflow,react"
JOB_167,Software Engineer,Beta Technologies,"We are looking for a talented Software Engineer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include graphql, css, javascript. The ideal candidate has strong problem-solving abilities and a passion for technology.","graphql,css,javascript"
JOB_168,Product Manager,Beta Technologies,"We are looking for a talented Product Manager to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include c++, aws, java. The ideal candidate has strong problem-solving abilities and a passion for technology.","c++,aws,java"
JOB_169,UI/UX Designer,TechCorp,"We are looking for a talented UI/UX Designer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include git, c++, tensorflow, java, typescript, bash, agile. The ideal candidate has strong problem-solving abilities and a passion for technology.","git,c++,tensorflow,java,typescript,bash,agile"
JOB_170,Full Stack Developer,NextGen Solutions,"We are looking for a talented Full Stack Developer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include sql, scrum, javascript, c++, aws. The ideal candidate has strong problem-solving abilities and a passion for technology.","sql,scrum,javascript,c++,aws"
JOB_171,Data Analyst,Beta Technologies,"We are looking for a talented Data Analyst to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include c++, agile, nodejs, git, kubernetes, aws, flask. The ideal candidate has strong problem-solving abilities and a passion for technology.","c++,agile,nodejs,git,kubernetes,aws,flask"
JOB_172,Backend Developer,Beta Technologies,"We are looking for a talented Backend Developer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include machine learning, aws, sql, git, scrum, python, javascript, agile. The ideal candidate has strong problem-solving abilities and a passion for technology.","machine learning,aws,sql,git,scrum,python,javascript,agile"
JOB_173,Software Engineer,Epsilon IT,"We are looking for a talented Software Engineer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include bash, tensorflow, pytorch. The ideal candidate has strong problem-solving abilities and a passion for technology.","bash,tensorflow,pytorch"
JOB_174,Systems Administrator,InnoSoft,"We are looking for a talented Systems Administrator to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include java, agile, git, javascript, tensorflow, pytorch, linux, scrum. The ideal candidate has strong problem-solving abilities and a passion for technology.","java,agile,git,javascript,tensorflow,pytorch,linux,scrum"
JOB_175,Systems Administrator,NextGen Solutions,"We are looking for a talented Systems Administrator to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include tensorflow, machine learning, git. The ideal candidate has strong problem-solving abilities and a passion for technology.","tensorflow,machine learning,git"
JOB_176,Machine Learning Engineer,InnoSoft,"We are looking for a talented Machine Learning Engineer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include nodejs, html, react, agile, bash, aws. The ideal candidate has strong problem-solving abilities and a passion for technology.","nodejs,html,react,agile,bash,aws"
JOB_177,Systems Administrator,InnoSoft,"We are looking for a talented Systems Administrator to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include java, machine learning, nodejs. The ideal candidate has strong problem-solving abilities and a passion for technology.","java,machine learning,nodejs"
JOB_178,Machine Learning Engineer,Delta Software,"We are looking for a talented Machine Learning Engineer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include java, typescript, agile, react, sql. The ideal candidate has strong problem-solving abilities and a passion for technology.","java,typescript,agile,react,sql"
JOB_179,Product Manager,Cloud9,"We are looking for a talented Product Manager to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include css, javascript, rest api. The ideal candidate has strong problem-solving abilities and a passion for technology.","css,javascript,rest api"
JOB_180,Data Analyst,TechCorp,"We are looking for a talented Data Analyst to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include kubernetes, aws, react, javascript. The ideal candidate has strong problem-solving abilities and a passion for technology.","kubernetes,aws,react,javascript"
JOB_181,Full Stack Developer,Cloud9,"We are looking for a talented Full Stack Developer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include kubernetes, django, graphql, java, aws, docker. The ideal candidate has strong problem-solving abilities and a passion for technology.","kubernetes,django,graphql,java,aws,docker"
JOB_182,Full Stack Developer,InnoSoft,"We are looking for a talented Full Stack Developer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include react, rest api, django, docker, c++, git, java. The ideal candidate has strong problem-solving abilities and a passion for technology.","react,rest api,django,docker,c++,git,java"
JOB_183,Data Analyst,Cloud9,"We are looking for a talented Data Analyst to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include aws, flask, rest api, linux, agile, python. The ideal candidate has strong problem-solving abilities and a passion for technology.","aws,flask,rest api,linux,agile,python"
JOB_184,Product Manager,Delta Software,"We are looking for a talented Product Manager to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include graphql, java, aws, rest api, scrum, python, html. The ideal candidate has strong problem-solving abilities and a passion for technology.","graphql,java,aws,rest api,scrum,python,html"
JOB_185,UI/UX Designer,Cloud9,"We are looking for a talented UI/UX Designer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include react, python, typescript, rest api, java, css, pytorch, c++. The ideal candidate has strong problem-solving abilities and a passion for technology.","react,python,typescript,rest api,java,css,pytorch,c++"
JOB_186,Frontend Developer,Delta Software,"We are looking for a talented Frontend Developer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include rest api, docker, java, pytorch. The ideal candidate has strong problem-solving abilities and a passion for technology.","rest api,docker,java,pytorch"
JOB_187,DevOps Engineer,DataWorks,"We are looking for a talented DevOps Engineer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include django, python, agile, typescript, machine learning, c++. The ideal candidate has strong problem-solving abilities and a passion for technology.","django,python,agile,typescript,machine learning,c++"
JOB_188,Software Engineer,Cloud9,"We are looking for a talented Software Engineer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include c++, git, typescript, pytorch, flask, agile. The ideal candidate has strong problem-solving abilities and a passion for technology.","c++,git,typescript,pytorch,flask,agile"
JOB_189,Full Stack Developer,Delta Software,"We are looking for a talented Full Stack Developer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include nodejs, rest api, react, linux. The ideal candidate has strong problem-solving abilities and a passion for technology.","nodejs,rest api,react,linux"
JOB_190,Data Scientist,Beta Technologies,"We are looking for a talented Data Scientist to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include pytorch, sql, docker, agile, react, flask, typescript. The ideal candidate has strong problem-solving abilities and a passion for technology.","pytorch,sql,docker,agile,react,flask,typescript"
JOB_191,Data Analyst,Beta Technologies,"We are looking for a talented Data Analyst to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include nodejs, react, css, rest api. The ideal candidate has strong problem-solving abilities and a passion for technology.","nodejs,react,css,rest api"
JOB_192,Product Manager,NextGen Solutions,"We are looking for a talented Product Manager to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include agile, html, bash, rest api. The ideal candidate has strong problem-solving abilities and a passion for technology.","agile,html,bash,rest api"
JOB_193,Backend Developer,NextGen Solutions,"We are looking for a talented Backend Developer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include machine learning, bash, git. The ideal candidate has strong problem-solving abilities and a passion for technology.","machine learning,bash,git"
JOB_194,Software Engineer,Delta Software,"We are looking for a talented Software Engineer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include agile, typescript, nodejs, aws, git. The ideal candidate has strong problem-solving abilities and a passion for technology.","agile,typescript,nodejs,aws,git"
JOB_195,Backend Developer,Delta Software,"We are looking for a talented Backend Developer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include sql, git, tensorflow, react, kubernetes, scrum, linux, java. The ideal candidate has strong problem-solving abilities and a passion for technology.","sql,git,tensorflow,react,kubernetes,scrum,linux,java"
JOB_196,Data Analyst,InnoSoft,"We are looking for a talented Data Analyst to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include flask, linux, machine learning, c++. The ideal candidate has strong problem-solving abilities and a passion for technology.","flask,linux,machine learning,c++"
JOB_197,DevOps Engineer,Beta Technologies,"We are looking for a talented DevOps Engineer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include graphql, agile, machine learning, bash, c++, aws, sql, nodejs. The ideal candidate has strong problem-solving abilities and a passion for technology.","graphql,agile,machine learning,bash,c++,aws,sql,nodejs"
JOB_198,Data Analyst,Beta Technologies,"We are looking for a talented Data Analyst to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include tensorflow, flask, bash. The ideal candidate has strong problem-solving abilities and a passion for technology.","tensorflow,flask,bash"
JOB_199,Systems Administrator,Alpha Systems,"We are looking for a talented Systems Administrator to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include rest api, pytorch, react, typescript, python. The ideal candidate has strong problem-solving abilities and a passion for technology.","rest api,pytorch,react,typescript,python"
JOB_200,Frontend Developer,Delta Software,"We are looking for a talented Frontend Developer to join our team. You will be responsible for building scalable systems and working with cross-functional teams. Required skills include kubernetes, c++, css, git, aws. The ideal candidate has strong problem-solving abilities and a passion for technology.","kubernetes,c++,css,git,aws"
